artist;nationality;author;title;description;depicted_people;date;medium;dimensions;institution;department;place_of_discovery;object_history;exhibition_history;credit_line;inscriptions;notes;accession_number;place_of_creation;source;permission;other_versions;references;depicted_place;categories;wikidata;image_height;image_width;imageurl;object_type;location;public_domain;has_image
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Ældre kvinde i profil|lang=da}};;;1866;Blyant;{{Size|unit=mm|width=156|height=205}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E. Jerichau"}};;KKSgb8778;;* {{SMK API|KKSgb8778}}<br/>* {{SMK Open|KKSgb8778}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzhfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4Nzc4IiwibnVtIjoiIn1d/KKSgb8778.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzhfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4Nzc4IiwibnVtIjoiIn1d/KKSgb8778.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Et ungt par i omfavnelse i et landskab|lang=da}};;;1781-1881;Pen og brunt blæk over blyant;{{Size|unit=mm|width=327|height=242}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8775;;* {{SMK API|KKSgb8775}}<br/>* {{SMK Open|KKSgb8775}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzUudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NSIsIm51bSI6IiJ9XQ==/KKSgb8775.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzUudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NSIsIm51bSI6IiJ9XQ==/KKSgb8775.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Italienerinde smykker et madonnabillede med guirlande|lang=da}};;;1781-1881;Pen og brunt blæk over blyant på blåt skrivepapir;{{Size|unit=mm|width=164|height=211}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E. Jerichau"}};;KKSgb8776;;* {{SMK API|KKSgb8776}}<br/>* {{SMK Open|KKSgb8776}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzYudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NiIsIm51bSI6IiJ9XQ==/KKSgb8776.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzYudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NiIsIm51bSI6IiJ9XQ==/KKSgb8776.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{da|"Marie Jerichau 10½ år gammel"}};;;1861;Blyant på blåt skrivepapir;{{Size|unit=mm|width=163|height=193}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="Elisabeth Jerichau"}};;KKSgb8779;;* {{SMK API|KKSgb8779}}<br/>* {{SMK Open|KKSgb8779}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3OSIsIm51bSI6IiJ9XQ==/KKSgb8779.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3OSIsIm51bSI6IiJ9XQ==/KKSgb8779.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Amagerpige|lang=da}};;;1853;Blyant;{{Size|unit=mm|width=129|height=251}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8767;;* {{SMK API|KKSgb8767}}<br/>* {{SMK Open|KKSgb8767}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NjcudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2NyIsIm51bSI6IiJ9XQ==/KKSgb8767.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NjcudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2NyIsIm51bSI6IiJ9XQ==/KKSgb8767.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|En italienerinde med to børn|lang=da}};;;1781-1881;Blyant;{{Size|unit=mm|width=187|height=290}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8774;;* {{SMK API|KKSgb8774}}<br/>* {{SMK Open|KKSgb8774}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzQudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NCIsIm51bSI6IiJ9XQ==/KKSgb8774.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzQudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3NCIsIm51bSI6IiJ9XQ==/KKSgb8774.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Et barn i sin vugge|lang=da}};;;1852;Blyant;{{Size|unit=mm|width=191|height=143}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="Elisabet Jerichau Baumann"}};;KKSgb8768;;* {{SMK API|KKSgb8768}}<br/>* {{SMK Open|KKSgb8768}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NjgudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2OCIsIm51bSI6IiJ9XQ==/KKSgb8768.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NjgudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2OCIsIm51bSI6IiJ9XQ==/KKSgb8768.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{da|"Moers lille bitte Harald tegnet af moer self"}};;;1852;Blyant på cirkulært papir;{{Size|unit=mm|width=191|height=143}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E. Jerichau"}};;KKSgb8769;;* {{SMK API|KKSgb8769}}<br/>* {{SMK Open|KKSgb8769}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NjlfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4NzY5IiwibnVtIjoiIn1d/KKSgb8769.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NjlfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4NzY5IiwibnVtIjoiIn1d/KKSgb8769.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|Kvindehoved|lang=da}};;;1781-1881;Blyant;{{Size|unit=mm|width=183|height=221}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E. Jerichau"}};;KKSgb8777;;* {{SMK API|KKSgb8777}}<br/>* {{SMK Open|KKSgb8777}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzdfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4Nzc3IiwibnVtIjoiIn1d/KKSgb8777.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzdfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4Nzc3IiwibnVtIjoiIn1d/KKSgb8777.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}};;;{{title|En ung kvinde ved et sygt barns seng|lang=da}};;;1781-1881;Blyant på ovalt papir;{{Size|unit=mm|width=167|height=195}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8771;;* {{SMK API|KKSgb8771}}<br/>* {{SMK Open|KKSgb8771}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzFfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4NzcxIiwibnVtIjoiIn1d/KKSgb8771.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NzFfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4NzcxIiwibnVtIjoiIn1d/KKSgb8771.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}}<br/>{{Creator:J.A. Jerichau (I)}};;;{{title|Brystbillede af en kvinde, der fletter sit hår|lang=da}};;;1833;Blyant;{{Size|unit=mm|width=245|height=312}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E.og J.A. Jerichau"}};;KKSgb8764;;* {{SMK API|KKSgb8764}}<br/>* {{SMK Open|KKSgb8764}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NjQudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2NCIsIm51bSI6IiJ9XQ==/KKSgb8764.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjg3NjQudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc2NCIsIm51bSI6IiJ9XQ==/KKSgb8764.jpgDrawing;True;True
{{Creator:Elisabeth Jerichau Baumann}}<br/>{{Creator:J.A. Jerichau (I)}};;;{{title|Studietegning til "Husandagten"|lang=da}};;;1781-1881;Blyant;{{Size|unit=mm|width=160|height=236}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervelsesår ubekendt. Erhvervet før inventariseringens påbegyndelse i 1887.}}<br/>* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1="E. og J.A Jerichau"}};;KKSgb8772;;* {{SMK API|KKSgb8772}}<br/>* {{SMK Open|KKSgb8772}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzIudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3MiIsIm51bSI6IiJ9XQ==/KKSgb8772.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjg3NzIudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODc3MiIsIm51bSI6IiJ9XQ==/KKSgb8772.jpgDrawing;True;True
{{Creator:Henriette Hahn-Brinckmann}};;;{{da|"Aftenstemning"}};;;1904;Farvetræsnit;{{Size|unit=mm|width=574|height=433}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Det danske Kunstindustrimueum&semi herfra deponeret i KKS, 1922 eller senere}}<br/>* {{ProvenanceEvent|date=efter 1922|type=acquisition|newowner=[[Statens Museum for Kunst]]}};* {{Temporary Exhibition |name=Japanomania i Norden 1875-1918 |institution= |place= Sølvgade |begin=2017-01-18 |end=2017-04-22}};;;* {{da|Deposita&semi må ikke stemples. På passepartout med pen og sort blæk : "H9-277"}};KKSgb13716;;* {{SMK API|KKSgb13716}}<br/>* {{SMK Open|KKSgb13716}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjEzNzE2LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1NnYjEzNzE2IiwibnVtIjoiIn1d/KKSgb13716.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Les marques de collections de dessins & d'estampes: marques estampillées et écrites de collections particulières et publiques|author=Frits Lugt|others=701|id=7027|year=1921-1956}};;[[Category:Woodcuts in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjEzNzE2LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1NnYjEzNzE2IiwibnVtIjoiIn1d/KKSgb13716.jpgWoodcut;True;True
{{Creator:Louise Ravn-Hansen}};;;{{title|Skovlandskab med fritstående træer|lang=da}};;;1884;Pen og sort blæk;{{Size|unit=mm|width=112|height=172}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Gave fra kunstnerens bo til KKS, 1909}}<br/>* {{ProvenanceEvent|date=1909-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS5924;;* {{SMK API|KKS5924}}<br/>* {{SMK Open|KKS5924}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3M1OTI0LnRpZi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1M1OTI0IiwibnVtIjoiIn1d/KKS5924.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3M1OTI0LnRpZi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1M1OTI0IiwibnVtIjoiIn1d/KKS5924.jpgDrawing;True;True
{{Creator:Elise Konstantin-Hansen}};;;{{da|Portræt af Olivia Holm-Møller (brystbillede i profil)}};;;1905;Blyant og vandfarve;{{Size|unit=mm|width=223|height=277}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Erhvervet af kunstnerens søster, Thora Const. Hansen i 1949 til KKS}}<br/>* {{ProvenanceEvent|date=1949-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS18272;;* {{SMK API|KKS18272}}<br/>* {{SMK Open|KKS18272}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MxODI3Mi50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTMTgyNzIiLCJudW0iOiIifV0=/KKS18272.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MxODI3Mi50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTMTgyNzIiLCJudW0iOiIifV0=/KKS18272.jpgDrawing;True;True
